office,funding_year,start_page,status,banner_status,record_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
APPROPRIATIONS,,159,ok,fail,6,0,6,506.0,0.0,0,0
CHAPLAIN,,160,ok,banner_missing,0,0,0,0.0,0.0,0,0
CHAPLAIN,,161,ok,banner_missing,0,0,0,0.0,0.0,0,0
CHAPLAIN,,162,ok,fail,1,0,1,11.04,0.0,0,0
CHAPLAIN,,163,ok,fail,1,0,1,11.04,0.0,0,0
CHAPLAIN,,164,ok,fail,7,0,7,183.7,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),,165,ok,banner_missing,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),,166,ok,fail,7,0,7,32347.54,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),2014,167,ok,banner_missing,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (D),,168,ok,banner_missing,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),,169,ok,fail,10,0,10,3706.68,0.0,0,0
MINORITY CONFERENCE COMMITTEE (D),,170,ok,fail,20,0,20,7764.05,0.0,0,0
MAJORITY POLICY COMMITTEE (D),,172,ok,banner_missing,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (D),,173,ok,banner_missing,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (D),2014,174,ok,banner_missing,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (D),,175,ok,banner_missing,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (D),2015,176,ok,fail,3,0,3,37154.84,0.0,0,0
MINORITY POLICY COMMITTEE (D),,177,ok,fail,3,0,3,2088.49,0.0,0,0
MINORITY POLICY COMMITTEE (D),,178,ok,fail,18,0,18,5325.4,0.0,0,0
MAJORITY LEADER (D),2014,180,ok,banner_missing,0,0,0,0.0,0.0,0,0
MINORITY LEADER (D),2015,181,ok,fail,7,0,7,123032.35,0.0,0,0
MAJORITY WHIP (D),2014,182,ok,banner_missing,0,0,0,0.0,0.0,0,0
MINORITY LEADER (R),2014,183,ok,banner_missing,0,0,0,0.0,0.0,0,0
MAJORITY LEADER (R),2015,184,ok,fail,2,0,2,43.5,0.0,0,0
,2016,185,ok,fail,9,0,9,606.52,0.0,0,0
MINORITY WHIP (R),2014,186,ok,banner_missing,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2015,187,ok,fail,0,0,0,0.0,0.0,0,0
MAJORITY WHIP (R),2016,188,ok,fail,2,0,2,3216.76,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),,189,ok,banner_missing,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),,190,ok,banner_missing,0,0,0,0.0,0.0,0,0
MINORITY CONFERENCE COMMITTEE (R),,191,ok,banner_missing,0,0,0,0.0,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),,192,ok,fail,21,0,21,21832.83,0.0,0,0
MAJORITY CONFERENCE COMMITTEE (R),,194,ok,fail,6,0,6,2716.94,0.0,0,0
MINORITY POLICY COMMITTEE (R),,195,ok,banner_missing,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),,196,ok,banner_missing,0,0,0,0.0,0.0,0,0
MINORITY POLICY COMMITTEE (R),,197,ok,banner_missing,0,0,0,0.0,0.0,0,0
MAJORITY POLICY COMMITTEE (R),,198,ok,fail,5,0,5,8744.81,0.0,0,0
MAJORITY POLICY COMMITTEE (R),,199,ok,fail,16,0,16,6151.05,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2015,201,ok,fail,1,0,1,368.67,0.0,0,0
SENATE CHILD CARE CENTER,,202,ok,banner_missing,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE CENTER,,203,ok,banner_missing,0,0,0,0.0,0.0,0,0
,,204,ok,banner_missing,16,0,16,7906.68,0.0,0,0
SENATE CHILD CARE CENTER,,205,ok,ok,0,0,0,0.0,0.0,0,0
SENATE CHILD CARE CENTER,,206,ok,ok,0,0,0,0.0,0.0,0,0
CONSULTANTS,,207,ok,banner_missing,0,0,0,0.0,0.0,0,0
CONSULTANTS,,208,ok,banner_missing,0,0,0,0.0,0.0,0,0
CONSULTANTS,,209,ok,banner_missing,0,0,0,0.0,0.0,0,0
CONSULTANTS,,210,ok,banner_missing,0,0,0,0.0,0.0,0,0
,,211,ok,ok,25,0,25,1728948.34,0.0,0,0
EMPLOYEES COMPENSATION FUND,,212,ok,banner_missing,0,0,0,0.0,0.0,0,0
EMPLOYEES COMPENSATION FUND,,213,ok,banner_missing,0,0,0,0.0,0.0,0,0
EMPLOYEES COMPENSATION FUND,,214,ok,banner_missing,0,0,0,0.0,0.0,0,0
EMPLOYEES COMPENSATION FUND,,215,ok,banner_missing,0,0,0,0.0,0.0,0,0
EMPLOYEES COMPENSATION FUND,,216,ok,banner_missing,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,217,ok,banner_missing,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,218,ok,banner_missing,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,219,ok,ok,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,220,ok,banner_missing,0,0,0,0.0,0.0,0,0
FEDERAL EMPLOYEES COMPENSATION ACCOUNT,,221,ok,banner_missing,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,,222,ok,banner_missing,0,0,0,0.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,,223,ok,banner_missing,2,0,2,487.0,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,,224,ok,banner_missing,12,0,12,3171.6,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,,226,ok,banner_missing,1,0,1,177.6,0.0,0,0
FOREIGN TRAVEL - MEMBERS & EMPLOYEES,,227,ok,banner_missing,0,0,0,0.0,0.0,0,0
POSTAGE,,228,ok,banner_missing,0,0,0,0.0,0.0,0,0
POSTAGE,,229,ok,banner_missing,0,0,0,0.0,0.0,0,0
POSTAGE,,230,ok,fail,0,0,0,0.0,0.0,0,0
POSTAGE,,231,ok,fail,0,0,0,0.0,0.0,0,0
POSTAGE,,232,ok,banner_missing,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,,233,ok,banner_missing,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,,234,ok,banner_missing,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,,235,ok,banner_missing,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,,236,ok,fail,0,0,0,0.0,0.0,0,0
MOBILE COMMUNICATIONS DEVICES,,237,ok,fail,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,,238,ok,banner_missing,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,,239,ok,banner_missing,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,,240,ok,ok,1,0,1,380.0,0.0,0,0
RESERVE FOR CONTINGENCIES,,241,ok,fail,0,0,0,0.0,0.0,0,0
RESERVE FOR CONTINGENCIES,,242,ok,fail,8,0,8,162127.25,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,,243,ok,banner_missing,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,,244,ok,banner_missing,1,0,1,100.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,,245,ok,banner_missing,0,0,0,0.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,,246,ok,banner_missing,1,0,1,258.0,0.0,0,0
RECEPTION OF FOREIGN DIGNITARIES,,247,ok,banner_missing,8,0,8,2604.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,,248,ok,banner_missing,1,0,1,22000.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,,249,ok,banner_missing,0,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,,250,ok,ok,1,0,1,341.1,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,,251,fail,fail,0,0,0,0.0,0.0,0,0
RESOLUTION & REORGANIZATION RESERVE,,252,fail,fail,4,4,4,81392.22,0.0,0,0
JOINT SELECT COMMITTEE ON DEFICIT REDUCTION,,253,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (KERRY),,254,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),,255,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (FEINSTEIN),,256,ok,fail,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (FEINSTEIN),,257,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (FEINSTEIN),,258,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (LEVIN),,259,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (LEVIN),,260,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (LEVIN),,261,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (LEVIN),,262,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (INOUYE),,263,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MIKULSKI),,264,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MIKULSKI),,265,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (MIKULSKI),,266,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (MIKULSKI),,267,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MENENDEZ),,268,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MENENDEZ),,269,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MENENDEZ),,270,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (MENENDEZ),,271,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (MENENDEZ),,272,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (REID),,273,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (REID),,274,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (REID),,275,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (REID),,276,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (REID),,277,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (KYL),,278,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (RUBIO),,279,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (RUBIO),,280,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (RUBIO),,281,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (RUBIO),,282,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (L. GRAHAM),,283,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (L. GRAHAM),,284,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (L. GRAHAM),,285,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (L. GRAHAM),,286,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (L. GRAHAM),,287,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),,288,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),,289,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),,290,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (COCHRAN),,291,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (COCHRAN),,292,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (SESSIONS),,293,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (SESSIONS),,294,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (MCCONNELL),,295,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (MCCONNELL),,296,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (MCCONNELL),,297,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (MCCONNELL),,298,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (MCCONNELL),,299,ok,banner_missing,0,0,0,0.0,0.0,0,0
STATIONERY,,300,ok,banner_missing,0,0,0,0.0,0.0,0,0
STATIONERY,,301,ok,banner_missing,0,0,0,0.0,0.0,0,0
STATIONERY,,302,ok,banner_missing,0,0,0,0.0,0.0,0,0
STATIONERY,,303,ok,fail,0,0,0,0.0,0.0,0,0
STATIONERY,,304,ok,fail,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,305,ok,banner_missing,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,306,ok,banner_missing,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,307,ok,banner_missing,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,308,ok,ok,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,309,fail,fail,0,0,0,0.0,0.0,0,0
EMERGENCY APPROPRIATION PUBLIC LAW 109-13 Funding Year MISCELLANEOUS ITEMS,,310,ok,banner_missing,0,0,0,0.0,0.0,0,0
