office,funding_year,start_page,status,banner_status,record_count,rows_quarantined,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (LEVIN),,251,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (LEVIN),,252,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (INOUYE),,253,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MIKULSKI),,254,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MIKULSKI),,255,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (MIKULSKI),,256,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MENENDEZ),,257,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MENENDEZ),,258,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (MENENDEZ),,259,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (MENENDEZ),,260,ok,fail,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (REID),,261,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (REID),,262,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (REID),,263,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (REID),,264,ok,fail,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (KYL),,265,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (RUBIO),,266,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN ADMIN CO-CHAIR (RUBIO),,267,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ ADMIN CO-CHAIR (RUBIO),,268,ok,fail,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (L. GRAHAM),,269,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (L. GRAHAM),,270,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (L. GRAHAM),,271,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (L. GRAHAM),,272,ok,fail,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),,273,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),,274,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN CO-CHAIR (COCHRAN),,275,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (COCHRAN),,276,ok,fail,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ CO-CHAIR (SESSIONS),,277,ok,fail,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (MCCONNELL),,278,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (MCCONNELL),,279,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MIN LEADER (MCCONNELL),,280,ok,banner_missing,0,0,0,0.0,0.0,0,0
NATL SECURITY WORKING GRP-MAJ LEADER (MCCONNELL),,281,ok,banner_missing,0,0,0,0.0,0.0,0,0
STATIONERY,,282,ok,fail,0,0,0,0.0,0.0,0,0
STATIONERY,,283,ok,banner_missing,0,0,0,0.0,0.0,0,0
STATIONERY,,284,ok,banner_missing,0,0,0,0.0,0.0,0,0
STATIONERY,,285,ok,fail,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,286,ok,banner_missing,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,287,ok,ok,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,288,ok,ok,0,0,0,0.0,0.0,0,0
MISC ITEMS - STUDENT LOANS,,289,ok,ok,0,0,0,0.0,0.0,0,0
EMERGENCY APPROPRIATION PUBLIC LAW 109-13 Funding Year MISCELLANEOUS ITEMS,,290,ok,fail,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,291,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,292,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2013,293,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2013,294,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2013,295,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,296,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2014,297,ok,fail,3,0,3,185959.11,0.0,0,0
,2014,298,ok,banner_missing,13,0,13,3675.0,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2014,299,ok,banner_missing,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,300,ok,fail,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,2015,301,ok,fail,76,0,76,39374.59,0.0,0,0
SECRETARY OF THE SENATE - EXECUTIVE OFFICE,2015,304,ok,fail,34,0,34,27670.91,0.0,0,0
SECRETARY OF THE SENATE - LEGISLATIVE SERVICES,2015,306,ok,fail,2,0,2,2430.02,0.0,0,0
SECRETARY OF THE SENATE - ADMINISTRATIVE SERV.,,307,ok,fail,0,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE - (LIS PROJECT) Funding Year SECRETARY OF THE SENATE,,308,ok,banner_missing,0,0,0,0.0,0.0,0,0
SEC - EMRGCY APPROPS FOR TERR RESPONSE Funding Year SECRETARY OF THE SENATE,,309,ok,banner_missing,0,0,0,0.0,0.0,0,0
SEC OF THE SENATE - SENATE COLLECTION Funding Year SECRETARY OF THE SENATE,,310,ok,banner_missing,9,0,9,101684.64,0.0,0,0
SGT @ ARMS - CENTRAL OPERATIONS,,311,ok,banner_missing,0,0,0,0.0,0.0,0,0
SGT @ ARMS - CAPITOL DIVISION,,312,ok,fail,0,0,0,0.0,0.0,0,0
SGT @ ARMS - IT SUPPORT SERVICES,,313,ok,banner_missing,0,0,0,0.0,0.0,0,0
SGT @ ARMS - STAFF OFFICES,,314,ok,banner_missing,0,0,0,0.0,0.0,0,0
SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,,315,ok,banner_missing,0,0,0,0.0,0.0,0,0
