office,funding_year,start_page,status,record_count,records_checked,dollars_checked,dollars_unchecked,amount_parse_failures,pages_skipped
SENATOR CHRIS MURPHY,2025,1703,ok,83,83,18354.06,0.0,0,0
INTERN COMPENSATION - MURPHY,2025,1707,ok,0,0,0.0,0.0,0,0
SENATOR CHRIS MURPHY,2026,1708,ok,273,273,1907220.63,0.0,0,0
INTERN COMPENSATION - MURPHY,2026,1719,ok,25,25,28134.24,0.0,0,0
MEMBER PROTECTION - MURPHY,2026,1720,ok,0,0,0.0,0.0,0,0
SENATOR PATTY MURRAY,2024,1721,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - MURRAY,2024,1722,ok,0,0,0.0,0.0,0,0
SENATOR PATTY MURRAY,2025,1723,ok,67,67,33464.13,0.0,0,0
INTERN COMPENSATION - MURRAY,2025,1727,ok,0,0,0.0,0.0,0,0
SENATOR PATTY MURRAY,2026,1728,ok,173,173,2024247.01,0.0,0,0
INTERN COMPENSATION - MURRAY,2026,1734,ok,8,8,41757.47,0.0,0,0
MEMBER PROTECTION - MURRAY,2026,1735,ok,0,0,0.0,0.0,0,0
SENATOR JON OSSOFF,2024,1736,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - OSSOFF,2024,1737,ok,0,0,0.0,0.0,0,0
SENATOR JON OSSOFF,2025,1738,ok,85,85,17785.9,0.0,0,0
INTERN COMPENSATION - OSSOFF,2025,1742,ok,0,0,0.0,0.0,0,0
SENATOR JON OSSOFF,2026,1743,ok,286,286,2212937.93,0.0,0,0
INTERN COMPENSATION - OSSOFF,2026,1753,ok,14,14,39840.35,0.0,0,0
MEMBER PROTECTION - OSSOFF,2026,1754,ok,0,0,0.0,0.0,0,0
SENATOR ALEX PADILLA,2024,1755,ok,2,2,128.74,0.0,0,0
INTERN COMPENSATION - PADILLA,2024,1756,ok,0,0,0.0,0.0,0,0
SENATOR ALEX PADILLA,2025,1757,ok,52,52,84711.0,0.0,0,0
INTERN COMPENSATION - PADILLA,2025,1760,ok,0,0,0.0,0.0,0,0
SENATOR ALEX PADILLA,2026,1761,ok,226,226,2821765.93,0.0,0,0
INTERN COMPENSATION - PADILLA,2026,1769,ok,13,13,62671.84,0.0,0,0
MEMBER PROTECTION - PADILLA,2026,1770,ok,0,0,0.0,0.0,0,0
SENATOR RAND PAUL,2024,1771,ok,3,3,391.02,0.0,0,0
INTERN COMPENSATION - PAUL,2024,1772,ok,0,0,0.0,0.0,0,0
SENATOR RAND PAUL,2025,1773,ok,168,168,49535.25,0.0,0,0
INTERN COMPENSATION - PAUL,2025,1780,ok,0,0,0.0,0.0,0,0
SENATOR RAND PAUL,2026,1781,ok,357,357,1368078.73,0.0,0,0
INTERN COMPENSATION - PAUL,2026,1795,ok,3,3,13350.78,0.0,0,0
MEMBER PROTECTION - PAUL,2026,1796,ok,0,0,0.0,0.0,0,0
SENATOR GARY PETERS,2024,1797,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - PETERS,2024,1798,ok,0,0,0.0,0.0,0,0
SENATOR GARY PETERS,2025,1799,ok,280,280,99960.18,0.0,0,0
INTERN COMPENSATION - PETERS,2025,1809,ok,0,0,0.0,0.0,0,0
SENATOR GARY PETERS,2026,1810,ok,247,247,2277997.63,0.0,0,0
INTERN COMPENSATION - PETERS,2026,1819,ok,9,9,32433.27,0.0,0,0
MEMBER PROTECTION - PETERS,2026,1820,ok,0,0,0.0,0.0,0,0
SENATOR JOHN F. REED,2024,1821,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - REED,2024,1822,ok,0,0,0.0,0.0,0,0
SENATOR JOHN F. REED,2025,1823,ok,27,27,16757.5,0.0,0,0
INTERN COMPENSATION - REED,2025,1825,ok,0,0,0.0,0.0,0,0
SENATOR JOHN F. REED,2026,1826,ok,93,93,1743362.56,0.0,0,0
INTERN COMPENSATION - REED,2026,1830,ok,9,9,20837.0,0.0,0,0
MEMBER PROTECTION - REED,2026,1831,ok,0,0,0.0,0.0,0,0
SENATOR JOHN PETER RICKETTS,2024,1832,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - RICKETTS,2024,1833,ok,0,0,0.0,0.0,0,0
SENATOR JOHN PETER RICKETTS,2025,1834,ok,53,53,17286.42,0.0,0,0
INTERN COMPENSATION - RICKETTS,2025,1837,ok,0,0,0.0,0.0,0,0
SENATOR JOHN PETER RICKETTS,2026,1838,ok,169,169,1507584.13,0.0,0,0
INTERN COMPENSATION - RICKETTS,2026,1845,ok,5,5,10249.91,0.0,0,0
MEMBER PROTECTION - RICKETTS,2026,1846,ok,0,0,0.0,0.0,0,0
SENATOR JAMES E. RISCH,2024,1847,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - RISCH,2024,1848,ok,0,0,0.0,0.0,0,0
SENATOR JAMES E. RISCH,2025,1849,ok,65,65,39507.53,0.0,0,0
INTERN COMPENSATION - RISCH,2025,1852,ok,0,0,0.0,0.0,0,0
SENATOR JAMES E. RISCH,2026,1853,ok,249,249,1936593.41,0.0,0,0
INTERN COMPENSATION - RISCH,2026,1861,ok,7,7,24238.89,0.0,0,0
MEMBER PROTECTION - RISCH,2026,1862,ok,0,0,0.0,0.0,0,0
SENATOR MITT ROMNEY,2024,1863,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - ROMNEY,2024,1864,ok,0,0,0.0,0.0,0,0
SENATOR MITT ROMNEY,2025,1865,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - ROMNEY,2025,1866,ok,0,0,0.0,0.0,0,0
SENATOR JACKY ROSEN,2024,1867,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - ROSEN,2024,1868,ok,0,0,0.0,0.0,0,0
SENATOR JACKY ROSEN,2025,1869,ok,30,30,8210.76,0.0,0,0
INTERN COMPENSATION - ROSEN,2025,1871,ok,0,0,0.0,0.0,0,0
SENATOR JACKY ROSEN,2026,1872,ok,132,132,1967582.99,0.0,0,0
INTERN COMPENSATION - ROSEN,2026,1877,ok,6,6,27748.3,0.0,0,0
MEMBER PROTECTION - ROSEN,2026,1878,ok,0,0,0.0,0.0,0,0
SENATOR MIKE ROUNDS,2024,1879,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - ROUNDS,2024,1880,ok,0,0,0.0,0.0,0,0
SENATOR MIKE ROUNDS,2025,1881,ok,88,88,84416.57,0.0,0,0
INTERN COMPENSATION - ROUNDS,2025,1885,ok,0,0,0.0,0.0,0,0
SENATOR MIKE ROUNDS,2026,1886,ok,246,246,1565327.31,0.0,0,0
INTERN COMPENSATION - ROUNDS,2026,1895,ok,6,6,20169.99,0.0,0,0
MEMBER PROTECTION - ROUNDS,2026,1896,ok,0,0,0.0,0.0,0,0
SENATOR MARCO RUBIO,2024,1897,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - RUBIO,2024,1898,ok,0,0,0.0,0.0,0,0
SENATOR MARCO RUBIO,2025,1899,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - RUBIO,2025,1900,ok,0,0,0.0,0.0,0,0
SENATOR BERNARD SANDERS,2024,1901,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - SANDERS,2024,1902,ok,0,0,0.0,0.0,0,0
SENATOR BERNARD SANDERS,2025,1903,ok,25,25,21719.22,0.0,0,0
INTERN COMPENSATION - SANDERS,2025,1905,ok,0,0,0.0,0.0,0,0
SENATOR BERNARD SANDERS,2026,1906,ok,153,153,1643109.73,0.0,0,0
INTERN COMPENSATION - SANDERS,2026,1912,ok,14,14,64086.53,0.0,0,0
MEMBER PROTECTION - SANDERS,2026,1913,ok,0,0,0.0,0.0,0,0
SENATOR BRIAN SCHATZ,2024,1914,ok,3,3,1537.49,0.0,0,0
INTERN COMPENSATION - SCHATZ,2024,1915,ok,0,0,0.0,0.0,0,0
SENATOR BRIAN SCHATZ,2025,1916,ok,35,35,29316.13,0.0,0,0
INTERN COMPENSATION - SCHATZ,2025,1918,ok,0,0,0.0,0.0,0,0
SENATOR BRIAN SCHATZ,2026,1919,ok,84,84,2012990.42,0.0,0,0
INTERN COMPENSATION - SCHATZ,2026,1922,ok,5,5,28144.27,0.0,0,0
MEMBER PROTECTION - SCHATZ,2026,1923,ok,0,0,0.0,0.0,0,0
SENATOR ADAM SCHIFF,2025,1924,ok,152,152,364965.02,0.0,0,0
INTERN COMPENSATION - SCHIFF,2025,1930,ok,0,0,0.0,0.0,0,0
SENATOR ADAM SCHIFF,2026,1931,ok,225,225,2836413.49,0.0,0,0
INTERN COMPENSATION - SCHIFF,2026,1939,ok,29,29,52731.94,0.0,0,0
MEMBER PROTECTION - SCHIFF,2026,1941,ok,0,0,0.0,0.0,0,0
SENATOR ERIC SCHMITT,2024,1942,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - SCHMITT,2024,1943,ok,0,0,0.0,0.0,0,0
SENATOR ERIC SCHMITT,2025,1944,ok,89,89,43020.54,0.0,0,0
INTERN COMPENSATION - SCHMITT,2025,1948,ok,0,0,0.0,0.0,0,0
SENATOR ERIC SCHMITT,2026,1949,ok,355,355,1989369.06,0.0,0,0
INTERN COMPENSATION - SCHMITT,2026,1963,ok,10,10,25434.31,0.0,0,0
MEMBER PROTECTION - SCHMITT,2026,1964,ok,0,0,0.0,0.0,0,0
SENATOR CHARLES E. SCHUMER,2024,1965,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - SCHUMER,2024,1966,ok,0,0,0.0,0.0,0,0
SENATOR CHARLES E. SCHUMER,2025,1967,ok,68,68,40849.38,0.0,0,0
INTERN COMPENSATION - SCHUMER,2025,1971,ok,0,0,0.0,0.0,0,0
SENATOR CHARLES E. SCHUMER,2026,1972,ok,171,171,2623005.76,0.0,0,0
INTERN COMPENSATION - SCHUMER,2026,1978,ok,40,40,42003.36,0.0,0,0
MEMBER PROTECTION - SCHUMER,2026,1980,ok,0,0,0.0,0.0,0,0
SENATOR RICK SCOTT,2024,1981,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - R SCOTT,2024,1982,ok,0,0,0.0,0.0,0,0
SENATOR RICK SCOTT,2025,1983,ok,70,70,282471.96,0.0,0,0
INTERN COMPENSATION - R SCOTT,2025,1986,ok,0,0,0.0,0.0,0,0
SENATOR RICK SCOTT,2026,1987,ok,272,272,2429268.99,0.0,0,0
INTERN COMPENSATION - R SCOTT,2026,1996,ok,3,3,15513.3,0.0,0,0
MEMBER PROTECTION - R SCOTT,2026,1997,ok,0,0,0.0,0.0,0,0
SENATOR TIM SCOTT,2024,1998,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - T SCOTT,2024,1999,ok,0,0,0.0,0.0,0,0
SENATOR TIM SCOTT,2025,2000,ok,64,64,21726.85,0.0,0,0
INTERN COMPENSATION - T SCOTT,2025,2004,ok,0,0,0.0,0.0,0,0
SENATOR TIM SCOTT,2026,2005,ok,245,245,1747012.91,0.0,0,0
INTERN COMPENSATION - T SCOTT,2026,2015,ok,12,12,30250.0,0.0,0,0
MEMBER PROTECTION - T SCOTT,2026,2016,ok,0,0,0.0,0.0,0,0
SENATOR JEANNE SHAHEEN,2024,2017,ok,3,3,1136.72,0.0,0,0
INTERN COMPENSATION - SHAHEEN,2024,2018,ok,0,0,0.0,0.0,0,0
SENATOR JEANNE SHAHEEN,2025,2019,ok,44,44,19634.0,0.0,0,0
INTERN COMPENSATION - SHAHEEN,2025,2022,ok,0,0,0.0,0.0,0,0
SENATOR JEANNE SHAHEEN,2026,2023,ok,115,115,1874306.83,0.0,0,0
INTERN COMPENSATION - SHAHEEN,2026,2028,ok,12,12,27370.14,0.0,0,0
MEMBER PROTECTION - SHAHEEN,2026,2029,ok,0,0,0.0,0.0,0,0
SENATOR TIM SHEEHY,2025,2030,ok,168,168,206512.84,0.0,0,0
INTERN COMPENSATION - SHEEHY,2025,2036,ok,0,0,0.0,0.0,0,0
SENATOR TIM SHEEHY,2026,2037,ok,249,249,1755073.77,0.0,0,0
INTERN COMPENSATION - SHEEHY,2026,2046,ok,10,10,26402.42,0.0,0,0
MEMBER PROTECTION - SHEEHY,2026,2047,ok,0,0,0.0,0.0,0,0
SENATOR KYRSTEN SINEMA,2024,2048,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - SINEMA,2024,2049,ok,0,0,0.0,0.0,0,0
SENATOR KYRSTEN SINEMA,2025,2050,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - SINEMA,2025,2051,ok,0,0,0.0,0.0,0,0
SENATOR ELISSA SLOTKIN,2025,2052,ok,89,89,57010.69,0.0,0,0
INTERN COMPENSATION - SLOTKIN,2025,2056,ok,0,0,0.0,0.0,0,0
SENATOR ELISSA SLOTKIN,2026,2057,ok,241,241,2108626.15,0.0,0,0
INTERN COMPENSATION - SLOTKIN,2026,2066,ok,12,12,39637.94,0.0,0,0
MEMBER PROTECTION - SLOTKIN,2026,2067,ok,0,0,0.0,0.0,0,0
SENATOR TINA SMITH,2024,2068,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - SMITH,2024,2069,ok,0,0,0.0,0.0,0,0
SENATOR TINA SMITH,2025,2070,ok,50,50,16375.8,0.0,0,0
INTERN COMPENSATION - SMITH,2025,2073,ok,0,0,0.0,0.0,0,0
SENATOR TINA SMITH,2026,2074,ok,169,169,2087464.95,0.0,0,0
INTERN COMPENSATION - SMITH,2026,2080,ok,16,16,29900.55,0.0,0,0
MEMBER PROTECTION - SMITH,2026,2081,ok,0,0,0.0,0.0,0,0
SENATOR DEBBIE A. STABENOW,2024,2082,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - STABENOW,2024,2083,ok,0,0,0.0,0.0,0,0
SENATOR DEBBIE A. STABENOW,2025,2084,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - STABENOW,2025,2085,ok,0,0,0.0,0.0,0,0
SENATOR DAN SULLIVAN,2024,2086,ok,2,2,768.9,0.0,0,0
INTERN COMPENSATION - SULLIVAN,2024,2087,ok,0,0,0.0,0.0,0,0
SENATOR DAN SULLIVAN,2025,2088,ok,118,118,75494.66,0.0,0,0
INTERN COMPENSATION - SULLIVAN,2025,2093,ok,0,0,0.0,0.0,0,0
SENATOR DAN SULLIVAN,2026,2094,ok,101,101,2021776.32,0.0,0,0
INTERN COMPENSATION - SULLIVAN,2026,2098,ok,4,4,18133.32,0.0,0,0
MEMBER PROTECTION - SULLIVAN,2026,2099,ok,0,0,0.0,0.0,0,0
SENATOR JON TESTER,2024,2100,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - TESTER,2024,2101,ok,0,0,0.0,0.0,0,0
SENATOR JON TESTER,2025,2102,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - TESTER,2025,2103,ok,0,0,0.0,0.0,0,0
SENATOR JOHN R. THUNE,2024,2104,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - THUNE,2024,2105,ok,0,0,0.0,0.0,0,0
SENATOR JOHN R. THUNE,2025,2106,ok,44,44,53660.6,0.0,0,0
INTERN COMPENSATION - THUNE,2025,2109,ok,0,0,0.0,0.0,0,0
SENATOR JOHN R. THUNE,2026,2110,ok,85,85,1593602.66,0.0,0,0
INTERN COMPENSATION - THUNE,2026,2113,ok,6,6,24513.29,0.0,0,0
MEMBER PROTECTION - THUNE,2026,2114,ok,0,0,0.0,0.0,0,0
SENATOR THOM TILLIS,2024,2115,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - TILLIS,2024,2116,ok,0,0,0.0,0.0,0,0
SENATOR THOM TILLIS,2025,2117,ok,79,79,23762.24,0.0,0,0
INTERN COMPENSATION - TILLIS,2025,2121,ok,0,0,0.0,0.0,0,0
SENATOR THOM TILLIS,2026,2122,ok,280,280,2141726.9,0.0,0,0
INTERN COMPENSATION - TILLIS,2026,2133,ok,4,4,18933.31,0.0,0,0
MEMBER PROTECTION - TILLIS,2026,2134,ok,0,0,0.0,0.0,0,0
SENATOR TOMMY TUBERVILLE,2024,2135,ok,2,2,499.0,0.0,0,0
INTERN COMPENSATION - TUBERVILLE,2024,2136,ok,0,0,0.0,0.0,0,0
SENATOR TOMMY TUBERVILLE,2025,2137,ok,80,80,37503.08,0.0,0,0
INTERN COMPENSATION - TUBERVILLE,2025,2141,ok,0,0,0.0,0.0,0,0
SENATOR TOMMY TUBERVILLE,2026,2142,ok,210,210,2019199.56,0.0,0,0
INTERN COMPENSATION - TUBERVILLE,2026,2150,ok,5,5,25549.96,0.0,0,0
MEMBER PROTECTION - TUBERVILLE,2026,2151,ok,0,0,0.0,0.0,0,0
SENATOR JD VANCE,2024,2152,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - VANCE,2024,2153,ok,0,0,0.0,0.0,0,0
SENATOR JD VANCE,2025,2154,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - VANCE,2025,2155,ok,0,0,0.0,0.0,0,0
SENATOR CHRIS VAN HOLLEN,2024,2156,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - VAN HOLLEN,2024,2157,ok,0,0,0.0,0.0,0,0
SENATOR CHRIS VAN HOLLEN,2025,2158,ok,69,69,15112.88,0.0,0,0
INTERN COMPENSATION - VAN HOLLEN,2025,2162,ok,0,0,0.0,0.0,0,0
SENATOR CHRIS VAN HOLLEN,2026,2163,ok,171,171,2131326.22,0.0,0,0
INTERN COMPENSATION - VAN HOLLEN,2026,2170,ok,8,8,24859.67,0.0,0,0
MEMBER PROTECTION - VAN HOLLEN,2026,2171,ok,0,0,0.0,0.0,0,0
SENATOR MARK WARNER,2024,2172,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - WARNER,2024,2173,ok,0,0,0.0,0.0,0,0
SENATOR MARK WARNER,2025,2174,ok,84,84,14285.55,0.0,0,0
INTERN COMPENSATION - WARNER,2025,2178,ok,0,0,0.0,0.0,0,0
SENATOR MARK WARNER,2026,2179,ok,263,263,2074412.4,0.0,0,0
INTERN COMPENSATION - WARNER,2026,2189,ok,31,31,42739.98,0.0,0,0
MEMBER PROTECTION - WARNER,2026,2191,ok,0,0,0.0,0.0,0,0
SENATOR RAPHAEL WARNOCK,2024,2192,ok,2,2,350.19,0.0,0,0
INTERN COMPENSATION - WARNOCK,2024,2193,ok,0,0,0.0,0.0,0,0
SENATOR RAPHAEL WARNOCK,2025,2194,ok,199,199,109923.93,0.0,0,0
INTERN COMPENSATION - WARNOCK,2025,2202,ok,0,0,0.0,0.0,0,0
SENATOR RAPHAEL WARNOCK,2026,2203,ok,345,345,2095892.45,0.0,0,0
INTERN COMPENSATION - WARNOCK,2026,2216,ok,14,14,64486.42,0.0,0,0
MEMBER PROTECTION - WARNOCK,2026,2217,ok,0,0,0.0,0.0,0,0
SENATOR ELIZABETH WARREN,2024,2218,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - WARREN,2024,2219,ok,0,0,0.0,0.0,0,0
SENATOR ELIZABETH WARREN,2025,2220,ok,84,84,30658.13,0.0,0,0
INTERN COMPENSATION - WARREN,2025,2225,ok,0,0,0.0,0.0,0,0
SENATOR ELIZABETH WARREN,2026,2226,ok,123,123,1981073.67,0.0,0,0
INTERN COMPENSATION - WARREN,2026,2231,ok,9,9,42793.65,0.0,0,0
MEMBER PROTECTION - WARREN,2026,2232,ok,0,0,0.0,0.0,0,0
SENATOR PETER WELCH,2024,2233,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - WELCH,2024,2234,ok,0,0,0.0,0.0,0,0
SENATOR PETER WELCH,2025,2235,ok,87,87,98507.0,0.0,0,0
INTERN COMPENSATION - WELCH,2025,2239,ok,0,0,0.0,0.0,0,0
SENATOR PETER WELCH,2026,2240,ok,194,194,1900406.09,0.0,0,0
INTERN COMPENSATION - WELCH,2026,2248,ok,7,7,40029.6,0.0,0,0
MEMBER PROTECTION - WELCH,2026,2249,ok,0,0,0.0,0.0,0,0
SENATOR SHELDON WHITEHOUSE,2024,2250,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - WHITEHOUSE,2024,2251,ok,0,0,0.0,0.0,0,0
SENATOR SHELDON WHITEHOUSE,2025,2252,ok,120,120,101618.71,0.0,0,0
INTERN COMPENSATION - WHITEHOUSE,2025,2258,ok,0,0,0.0,0.0,0,0
SENATOR SHELDON WHITEHOUSE,2026,2259,ok,155,155,1674299.19,0.0,0,0
INTERN COMPENSATION - WHITEHOUSE,2026,2265,ok,9,9,36982.81,0.0,0,0
MEMBER PROTECTION - WHITEHOUSE,2026,2266,ok,0,0,0.0,0.0,0,0
SENATOR ROGER WICKER,2024,2267,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - WICKER,2024,2268,ok,0,0,0.0,0.0,0,0
SENATOR ROGER WICKER,2025,2269,ok,58,58,18780.79,0.0,0,0
INTERN COMPENSATION - WICKER,2025,2272,ok,0,0,0.0,0.0,0,0
SENATOR ROGER WICKER,2026,2273,ok,181,181,1646782.8,0.0,0,0
INTERN COMPENSATION - WICKER,2026,2280,ok,5,5,28549.39,0.0,0,0
MEMBER PROTECTION - WICKER,2026,2281,ok,0,0,0.0,0.0,0,0
SENATOR RON WYDEN,2024,2282,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - WYDEN,2024,2283,ok,0,0,0.0,0.0,0,0
SENATOR RON WYDEN,2025,2284,ok,51,51,7750.98,0.0,0,0
INTERN COMPENSATION - WYDEN,2025,2287,ok,0,0,0.0,0.0,0,0
SENATOR RON WYDEN,2026,2288,ok,284,284,1994231.23,0.0,0,0
INTERN COMPENSATION - WYDEN,2026,2298,ok,5,5,37232.0,0.0,0,0
MEMBER PROTECTION - WYDEN,2026,2299,ok,0,0,0.0,0.0,0,0
SENATOR TODD YOUNG,2024,2300,ok,0,0,0.0,0.0,0,0
INTERN COMPENSATION - YOUNG,2024,2301,ok,0,0,0.0,0.0,0,0
SENATOR TODD YOUNG,2025,2302,ok,78,78,26218.58,0.0,0,0
INTERN COMPENSATION - YOUNG,2025,2306,ok,0,0,0.0,0.0,0,0
SENATOR TODD YOUNG,2026,2307,ok,167,167,1925636.74,0.0,0,0
INTERN COMPENSATION - YOUNG,2026,2314,ok,15,15,21518.94,0.0,0,0
MEMBER PROTECTION - YOUNG,2026,2315,ok,0,0,0.0,0.0,0,0
STATIONERY Funding Year X (REVOLVING) STATIONERY REVOLVING FUND,,2316,ok,0,0,0.0,0.0,0,0
LEGAL COUNSEL,2024,2317,ok,0,0,0.0,0.0,0,0
LEGAL COUNSEL,2025,2318,ok,0,0,0.0,0.0,0,0
LEGAL COUNSEL,2026,2319,ok,6,6,563399.78,0.0,0,0
SECRETARY FOR THE MAJORITY (D),2024,2320,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2025,2321,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MINORITY (D),2026,2322,ok,1,1,122.96,0.0,0,0
SECRETARY FOR THE MINORITY (R),2024,2323,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2025,2324,ok,0,0,0.0,0.0,0,0
SECRETARY FOR THE MAJORITY (R),2026,2325,ok,0,0,0.0,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,2326,ok,0,0,0.0,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2025,2327,ok,0,0,0.0,0.0,0,0
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2026,2328,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2020,2329,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2023,2330,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2024,2331,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2024,2332,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2025,2333,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2025,2334,ok,0,0,0.0,0.0,0,0
SECRETARY OF THE SENATE,2026,2335,ok,0,0,0.0,0.0,0,0
SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year X (NO-YEAR) SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,,2336,ok,11,11,2245688.21,0.0,0,0
SERGEANT AT ARMS FELLOWSHIPS FUND Funding Year X (NO-YEAR) SERGEANT AT ARMS FELLOWSHIPS FUND,,2337,ok,21,21,420082.17,0.0,0,0
JOINT ECONOMIC COMMITTEE,2024,2338,ok,0,0,0.0,0.0,0,0
JOINT ECONOMIC COMMITTEE,2025,2339,ok,12,12,4204.29,0.0,0,0
JOINT ECONOMIC COMMITTEE,2026,2341,ok,55,55,1795886.26,0.0,0,0
LEGISLATIVE COUNSEL,2024,2343,ok,0,0,0.0,0.0,0,0
LEGISLATIVE COUNSEL,2025,2344,ok,0,0,0.0,0.0,0,0
LEGISLATIVE COUNSEL,2026,2345,ok,53,53,4415334.95,0.0,0,0
JOINT CONGRESSIONAL COMMITTEE ON INAUGURAL CEREMONIES,2024,2347,ok,2,2,25150.0,0.0,0,0
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2024,2348,ok,0,0,0.0,0.0,0,0
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2025,2349,ok,14,14,7383.78,0.0,0,0
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2026,2350,ok,35,35,432307.7,0.0,0,0
COMPUTER CENTER REVOLVING FUND Funding Year X (REVOLVING) SENATE COMPUTER CENTER REVOLVING FUND,,2352,ok,0,0,0.0,0.0,0,0
HEALTH AND PROMOTION Funding Year X (REVOLVING) SENATE HEALTH PROMOTION REVOLVING FUND,,2353,ok,0,0,0.0,0.0,0,0
PUBLIC RECORDS Funding Year X (REVOLVING) SENATE OFFICE OF PUBLIC RECORDS REVOLVING FUND,,2354,ok,0,0,0.0,0.0,0,0
GIFT SHOP Funding Year X (REVOLVING) SENATE GIFT SHOP REVOLVING FUND,,2355,ok,25,25,40822.99,0.0,0,0
PHOTOGRAPHIC STUDIO Funding Year X (REVOLVING) SENATE PHOTOGRAPHIC STUDIO REVOLVING FUND,,2357,ok,2,2,1341.46,0.0,0,0
RECORDING STUDIO Funding Year X (REVOLVING) SENATE RECORDING STUDIO REVOLVING FUND,,2358,ok,6,6,12821.75,0.0,0,0
DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year X (REVOLVING) DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,,2359,ok,3,3,3810.77,0.0,0,0
SENATE HAIR CARE Funding Year X (REVOLVING) SENATE HAIR CARE SERVICES REVOLVING FUND,,2360,ok,22,22,98878.71,0.0,0,0
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,2362,ok,1,1,41659.8,0.0,0,0
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59D (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,2363,ok,1,1,13341.1,0.0,0,0
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 94B (119TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,2364,ok,46,46,358278.39,0.0,0,0
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 94C (119TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,2366,ok,165,165,2848095.09,0.0,0,0
ARMED SERVICES S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,2371,ok,3,3,2248.0,0.0,0,0
ARMED SERVICES S.RES. 59D (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,2372,ok,0,0,0.0,0.0,0,0
