severity,reason,source_doc,source_pdf,reference_page,office,funding_year,label,expected,detail,exception_key
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,44,CHAIRMAN MINORITY CONFERENCE COMMITTEE (R),2011,BANNER ORGANIZATION TOTALS,101.63,status=warn; banner=101.63; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|44|CHAIRMAN MINORITY CONFERENCE COMMITTEE (R)|2011|BANNER ORGANIZATION TOTALS|101.63
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,47,CHAIRMAN MINORITY POLICY COMMITTEE (R),2011,BANNER ORGANIZATION TOTALS,2138.84,status=warn; banner=2138.84; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|47|CHAIRMAN MINORITY POLICY COMMITTEE (R)|2011|BANNER ORGANIZATION TOTALS|2138.84
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,55,APPROPRIATIONS,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|55|APPROPRIATIONS|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,56,APPROPRIATIONS,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|56|APPROPRIATIONS|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,59,APPROPRIATIONS,2011,NET PAYROLL EXPENSES,6227278.43,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|59|APPROPRIATIONS|2011|NET PAYROLL EXPENSES|6227278.43
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,60,CHAPLAIN,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|60|CHAPLAIN|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,61,CHAPLAIN,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|61|CHAPLAIN|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,62,CHAPLAIN,2011,NET PAYROLL EXPENSES,215274.8,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|62|CHAPLAIN|2011|NET PAYROLL EXPENSES|215274.8
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,63,MAJORITY CONFERENCE COMMITTEE (D),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|63|MAJORITY CONFERENCE COMMITTEE (D)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,64,MAJORITY CONFERENCE COMMITTEE (D),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|64|MAJORITY CONFERENCE COMMITTEE (D)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,66,MAJORITY CONFERENCE COMMITTEE (D),2011,NET PAYROLL EXPENSES,777168.06,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|66|MAJORITY CONFERENCE COMMITTEE (D)|2011|NET PAYROLL EXPENSES|777168.06
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,65,MAJORITY CONFERENCE COMMITTEE (D),2011,BANNER ORGANIZATION TOTALS,777168.06,status=fail; banner=777168.06; parsed_body=778902.17. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|65|MAJORITY CONFERENCE COMMITTEE (D)|2011|BANNER ORGANIZATION TOTALS|777168.06
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,67,MAJORITY POLICY COMMITTEE (D),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|67|MAJORITY POLICY COMMITTEE (D)|2009|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,68,MAJORITY POLICY COMMITTEE (D),2010,NET PAYROLL EXPENSES,-444.97,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|68|MAJORITY POLICY COMMITTEE (D)|2010|NET PAYROLL EXPENSES|-444.97
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,68,MAJORITY POLICY COMMITTEE (D),2010,BANNER ORGANIZATION TOTALS,444.97,status=warn; banner=444.97; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|68|MAJORITY POLICY COMMITTEE (D)|2010|BANNER ORGANIZATION TOTALS|444.97
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,69,MAJORITY POLICY COMMITTEE (D),2011,NET PAYROLL EXPENSES,821195.19,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|69|MAJORITY POLICY COMMITTEE (D)|2011|NET PAYROLL EXPENSES|821195.19
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,69,MAJORITY POLICY COMMITTEE (D),2011,BANNER ORGANIZATION TOTALS,821195.19,status=fail; banner=821195.19; parsed_body=822027.99. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|69|MAJORITY POLICY COMMITTEE (D)|2011|BANNER ORGANIZATION TOTALS|821195.19
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,70,MAJORITY LEADER (D),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|70|MAJORITY LEADER (D)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,71,MAJORITY LEADER (D),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|71|MAJORITY LEADER (D)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,73,MAJORITY LEADER (D),2011,NET PAYROLL EXPENSES,1209144.68,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|73|MAJORITY LEADER (D)|2011|NET PAYROLL EXPENSES|1209144.68
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,72,MAJORITY LEADER (D),2011,BANNER ORGANIZATION TOTALS,1209144.68,status=fail; banner=1209144.68; parsed_body=1307466.11. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|72|MAJORITY LEADER (D)|2011|BANNER ORGANIZATION TOTALS|1209144.68
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,74,"SECRETARY, MAJORITY CONFERENCE COMM (D)",2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"112sdoc4|banner_check_missing|74|SECRETARY, MAJORITY CONFERENCE COMM (D)|2009|BANNER NET PAYROLL|0.0"
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,75,"SECRETARY, MAJORITY CONFERENCE COMM (D)",2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"112sdoc4|banner_check_missing|75|SECRETARY, MAJORITY CONFERENCE COMM (D)|2010|BANNER NET PAYROLL|0.0"
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,76,"SECRETARY, MAJORITY CONFERENCE COMM (D)",2011,NET PAYROLL EXPENSES,202198.13,A normally itemized subtotal has no parsed records; exact review is required.,"112sdoc4|unexpected_zero_records|76|SECRETARY, MAJORITY CONFERENCE COMM (D)|2011|NET PAYROLL EXPENSES|202198.13"
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,77,MAJORITY WHIP (D),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|77|MAJORITY WHIP (D)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,78,MAJORITY WHIP (D),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|78|MAJORITY WHIP (D)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,79,MAJORITY WHIP (D),2011,NET PAYROLL EXPENSES,652645.08,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|79|MAJORITY WHIP (D)|2011|NET PAYROLL EXPENSES|652645.08
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,79,MAJORITY WHIP (D),2011,BANNER ORGANIZATION TOTALS,652645.08,status=fail; banner=652645.08; parsed_body=660997.88. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|79|MAJORITY WHIP (D)|2011|BANNER ORGANIZATION TOTALS|652645.08
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,80,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|80|OFFICE OF THE VICE PRESIDENT (D) - BIDEN|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,81,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|81|OFFICE OF THE VICE PRESIDENT (D) - BIDEN|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,83,OFFICE OF THE VICE PRESIDENT (D) - BIDEN,2011,NET PAYROLL EXPENSES,1166435.11,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|83|OFFICE OF THE VICE PRESIDENT (D) - BIDEN|2011|NET PAYROLL EXPENSES|1166435.11
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,84,PRESIDENT PRO TEMPORE (D),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|84|PRESIDENT PRO TEMPORE (D)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,85,PRESIDENT PRO TEMPORE (D),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|85|PRESIDENT PRO TEMPORE (D)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,86,PRESIDENT PRO TEMPORE (D),2011,NET PAYROLL EXPENSES,83708.17,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|86|PRESIDENT PRO TEMPORE (D)|2011|NET PAYROLL EXPENSES|83708.17
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,87,PRES PRO TEM EMERITUS - (R),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|87|PRES PRO TEM EMERITUS - (R)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,88,MINORITY LEADER (R),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|88|MINORITY LEADER (R)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,89,MINORITY LEADER (R),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|89|MINORITY LEADER (R)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,90,MINORITY LEADER (R),2011,NET PAYROLL EXPENSES,835677.68,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|90|MINORITY LEADER (R)|2011|NET PAYROLL EXPENSES|835677.68
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,91,"SECRETARY, MINORITY CONFERENCE COMM (R)",2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"112sdoc4|banner_check_missing|91|SECRETARY, MINORITY CONFERENCE COMM (R)|2009|BANNER NET PAYROLL|0.0"
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,92,"SECRETARY, MINORITY CONFERENCE COMM (R)",2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,"112sdoc4|banner_check_missing|92|SECRETARY, MINORITY CONFERENCE COMM (R)|2010|BANNER NET PAYROLL|0.0"
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,93,"SECRETARY, MINORITY CONFERENCE COMM (R)",2011,NET PAYROLL EXPENSES,135944.34,A normally itemized subtotal has no parsed records; exact review is required.,"112sdoc4|unexpected_zero_records|93|SECRETARY, MINORITY CONFERENCE COMM (R)|2011|NET PAYROLL EXPENSES|135944.34"
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,93,"SECRETARY, MINORITY CONFERENCE COMM (R)",2011,BANNER ORGANIZATION TOTALS,135944.34,status=fail; banner=135944.34; parsed_body=126499.92. Banner checks are advisory; review against the source before treating this as a parser defect.,"112sdoc4|banner_check_discrepancy|93|SECRETARY, MINORITY CONFERENCE COMM (R)|2011|BANNER ORGANIZATION TOTALS|135944.34"
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,94,MINORITY WHIP (R),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|94|MINORITY WHIP (R)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,95,MINORITY WHIP (R),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|95|MINORITY WHIP (R)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,96,MINORITY WHIP (R),2011,NET PAYROLL EXPENSES,598404.99,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|96|MINORITY WHIP (R)|2011|NET PAYROLL EXPENSES|598404.99
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,97,MINORITY CONFERENCE COMMITTEE (R),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|97|MINORITY CONFERENCE COMMITTEE (R)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,98,MINORITY CONFERENCE COMMITTEE (R),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|98|MINORITY CONFERENCE COMMITTEE (R)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,99,MINORITY CONFERENCE COMMITTEE (R),2011,NET PAYROLL EXPENSES,690610.38,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|99|MINORITY CONFERENCE COMMITTEE (R)|2011|NET PAYROLL EXPENSES|690610.38
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,100,MINORITY POLICY COMMITTEE (R),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|100|MINORITY POLICY COMMITTEE (R)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,101,MINORITY POLICY COMMITTEE (R),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|101|MINORITY POLICY COMMITTEE (R)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,102,MINORITY POLICY COMMITTEE (R),2011,NET PAYROLL EXPENSES,799847.85,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|102|MINORITY POLICY COMMITTEE (R)|2011|NET PAYROLL EXPENSES|799847.85
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,103,OFFICE OF THE VICE PRESIDENT (R) - CHENEY,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|103|OFFICE OF THE VICE PRESIDENT (R) - CHENEY|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,104,SECRETARY FOR THE MAJORITY (D),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|104|SECRETARY FOR THE MAJORITY (D)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,105,SECRETARY FOR THE MAJORITY (D),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|105|SECRETARY FOR THE MAJORITY (D)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,106,SECRETARY FOR THE MAJORITY (D),2011,NET PAYROLL EXPENSES,403558.64,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|106|SECRETARY FOR THE MAJORITY (D)|2011|NET PAYROLL EXPENSES|403558.64
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,107,SECRETARY FOR THE MINORITY (R),2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|107|SECRETARY FOR THE MINORITY (R)|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,108,SECRETARY FOR THE MINORITY (R),2010,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|108|SECRETARY FOR THE MINORITY (R)|2010|BANNER NET PAYROLL|0.0
error,unexpected_zero_records,112sdoc4,GPO-CDOC-112sdoc4.pdf,109,SECRETARY FOR THE MINORITY (R),2011,NET PAYROLL EXPENSES,358208.44,A normally itemized subtotal has no parsed records; exact review is required.,112sdoc4|unexpected_zero_records|109|SECRETARY FOR THE MINORITY (R)|2011|NET PAYROLL EXPENSES|358208.44
warning,banner_check_discrepancy,112sdoc4,GPO-CDOC-112sdoc4.pdf,109,SECRETARY FOR THE MINORITY (R),2011,BANNER ORGANIZATION TOTALS,358208.44,status=fail; banner=358208.44; parsed_body=367652.86. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_discrepancy|109|SECRETARY FOR THE MINORITY (R)|2011|BANNER ORGANIZATION TOTALS|358208.44
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,110,SGT @ ARMS - CENTRAL OPERATIONS,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|110|SGT @ ARMS - CENTRAL OPERATIONS|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,111,SGT @ ARMS - CAPITOL DIVISION,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|111|SGT @ ARMS - CAPITOL DIVISION|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,112,SGT @ ARMS - IT SUPPORT SERVICES,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|112|SGT @ ARMS - IT SUPPORT SERVICES|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,113,SGT @ ARMS - STAFF OFFICES,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|113|SGT @ ARMS - STAFF OFFICES|2009|BANNER NET PAYROLL|0.0
warning,banner_check_missing,112sdoc4,GPO-CDOC-112sdoc4.pdf,114,SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES,2009,BANNER NET PAYROLL,0.0,status=banner_missing; banner=0.0; parsed_body=0.0. Banner checks are advisory; review against the source before treating this as a parser defect.,112sdoc4|banner_check_missing|114|SGT @ ARMS - TECHNOLOGY DEVELOPMENT SERVICES|2009|BANNER NET PAYROLL|0.0
