office,funding_year,account,start_page,label,check_page,expected,actual,status,basis,second_opinion,independent_sum
SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE,2024,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2455,BANNER ORGANIZATION TOTALS,2455,1424.2,0.0,fail,banner,,
SECRETARY OF THE SENATE,2018,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2456,BANNER NET PAYROLL,2456,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE,2018,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2456,BANNER ORGANIZATION TOTALS,2456,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE,2019,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2457,BANNER NET PAYROLL,2457,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE,2019,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2457,BANNER ORGANIZATION TOTALS,2457,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE,2020,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2458,BANNER NET PAYROLL,2458,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE,2020,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2458,BANNER ORGANIZATION TOTALS,2458,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE,2022,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2459,BANNER NET PAYROLL,2459,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE,2022,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2459,BANNER ORGANIZATION TOTALS,2459,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE,2023,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2460,BANNER NET PAYROLL,2460,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE,2023,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2460,BANNER ORGANIZATION TOTALS,2460,0.0,0.0,ok,banner,,
SECRETARY OF THE SENATE,2023,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2461,BANNER NET PAYROLL,2461,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE,2023,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2461,BANNER ORGANIZATION TOTALS,2461,1379.81,0.0,fail,banner,,
SECRETARY OF THE SENATE,2024,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2462,BANNER NET PAYROLL,2462,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE,2024,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2462,BANNER ORGANIZATION TOTALS,2462,2371.87,0.0,fail,banner,,
SECRETARY OF THE SENATE,2024,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2463,BANNER NET PAYROLL,2463,,0.0,banner_missing,banner,,
SECRETARY OF THE SENATE,2024,"EXPENSE ALLOWANCES OF THE SECRETARY OF THE SENATE, SERGEANT AT ARMS AND DOORKEEPER OF THE SENATE AND SECRETARIES FOR THE MAJORITY AND THE MINORITY OF THE SENATE",2463,BANNER ORGANIZATION TOTALS,2463,13979.04,0.0,fail,banner,,
SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year X (NO-YEAR) SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,,,2464,OTHER CONTRACTUAL SERVICES,2464,570536.02,570536.02,ok,segment,,
SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year X (NO-YEAR) SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,,,2464,ACQUISITION OF ASSETS,2464,410279.64,410279.64,ok,segment,,
SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year X (NO-YEAR) SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,,,2464,BANNER NET PAYROLL,2464,,0.0,banner_missing,banner,,
SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND Funding Year X (NO-YEAR) SAA - BUSINESS CONTINUITY AND DISASTER RECOVERY FUND,,,2464,BANNER ORGANIZATION TOTALS,2464,1404678.62,980815.66,fail,banner,,
SERGEANT AT ARMS FELLOWSHIPS FUND Funding Year X (NO-YEAR) SERGEANT AT ARMS FELLOWSHIPS FUND,,,2465,BANNER NET PAYROLL,2465,,0.0,banner_missing,banner,,
SERGEANT AT ARMS FELLOWSHIPS FUND Funding Year X (NO-YEAR) SERGEANT AT ARMS FELLOWSHIPS FUND,,,2465,BANNER ORGANIZATION TOTALS,2465,0.0,0.0,ok,banner,,
JOINT ECONOMIC COMMITTEE,2022,JOINT ECONOMIC COMMITTEE,2466,BANNER NET PAYROLL,2466,0.0,0.0,banner_missing,banner,,
JOINT ECONOMIC COMMITTEE,2022,JOINT ECONOMIC COMMITTEE,2466,BANNER ORGANIZATION TOTALS,2466,0.0,0.0,ok,banner,,
JOINT ECONOMIC COMMITTEE,2023,JOINT ECONOMIC COMMITTEE,2467,OTHER CONTRACTUAL SERVICES,2467,2097.0,2097.0,ok,segment,,
JOINT ECONOMIC COMMITTEE,2023,JOINT ECONOMIC COMMITTEE,2467,ACQUISITION OF ASSETS,2467,4733.01,4733.01,ok,segment,,
JOINT ECONOMIC COMMITTEE,2023,JOINT ECONOMIC COMMITTEE,2467,BANNER NET PAYROLL,2467,0.0,0.0,banner_missing,banner,,
JOINT ECONOMIC COMMITTEE,2023,JOINT ECONOMIC COMMITTEE,2467,BANNER ORGANIZATION TOTALS,2467,36529.63,6830.01,fail,banner,,
JOINT ECONOMIC COMMITTEE,2024,JOINT ECONOMIC COMMITTEE,2468,PERSONNEL COMP. FULL-TIME PERMANENT,2469,1422640.48,1422640.48,ok,segment,,
JOINT ECONOMIC COMMITTEE,2024,JOINT ECONOMIC COMMITTEE,2468,RE-EMPLOYED ANNUITANTS,2469,26260.0,0.0,no_records,segment,,
JOINT ECONOMIC COMMITTEE,2024,JOINT ECONOMIC COMMITTEE,2468,PERSONNEL BENEFITS,2469,2043.74,0.0,no_records,segment,,
JOINT ECONOMIC COMMITTEE,2024,JOINT ECONOMIC COMMITTEE,2468,NET PAYROLL EXPENSES,2469,1450944.22,1450944.22,ok,block_running_total,,
JOINT ECONOMIC COMMITTEE,2024,JOINT ECONOMIC COMMITTEE,2468,TRAVEL AND TRANSPORTATION OF PERSONS,2469,3552.51,3552.51,ok,segment,,
JOINT ECONOMIC COMMITTEE,2024,JOINT ECONOMIC COMMITTEE,2468,OTHER CONTRACTUAL SERVICES,2470,7256.1,7256.1,ok,segment,,
JOINT ECONOMIC COMMITTEE,2024,JOINT ECONOMIC COMMITTEE,2468,BANNER NET PAYROLL,2468,1450944.22,1450944.22,ok,banner,,
JOINT ECONOMIC COMMITTEE,2024,JOINT ECONOMIC COMMITTEE,2468,BANNER ORGANIZATION TOTALS,2468,1509689.32,1461752.83,fail,banner,,
LEGISLATIVE COUNSEL,2022,LEGISLATIVE COUNSEL,2471,BANNER NET PAYROLL,2471,0.0,0.0,banner_missing,banner,,
LEGISLATIVE COUNSEL,2022,LEGISLATIVE COUNSEL,2471,BANNER ORGANIZATION TOTALS,2471,0.0,0.0,ok,banner,,
LEGISLATIVE COUNSEL,2023,LEGISLATIVE COUNSEL,2472,OTHER CONTRACTUAL SERVICES,2472,3825.0,3825.0,ok,segment,,
LEGISLATIVE COUNSEL,2023,LEGISLATIVE COUNSEL,2472,ACQUISITION OF ASSETS,2472,64550.25,64550.25,ok,segment,,
LEGISLATIVE COUNSEL,2023,LEGISLATIVE COUNSEL,2472,BANNER NET PAYROLL,2472,3299.81,0.0,banner_missing,banner,,
LEGISLATIVE COUNSEL,2023,LEGISLATIVE COUNSEL,2472,BANNER ORGANIZATION TOTALS,2472,95034.3,68375.25,fail,banner,,
LEGISLATIVE COUNSEL,2024,LEGISLATIVE COUNSEL,2473,PERSONNEL COMP. FULL-TIME PERMANENT,2474,3957263.76,3957263.76,ok,segment,,
LEGISLATIVE COUNSEL,2024,LEGISLATIVE COUNSEL,2473,PERSONNEL BENEFITS,2474,7789.35,0.0,no_records,segment,,
LEGISLATIVE COUNSEL,2024,LEGISLATIVE COUNSEL,2473,NET PAYROLL EXPENSES,2474,3965053.11,3965053.11,ok,block_running_total,,
LEGISLATIVE COUNSEL,2024,LEGISLATIVE COUNSEL,2473,OTHER CONTRACTUAL SERVICES,2474,36.0,36.0,ok,segment,,
LEGISLATIVE COUNSEL,2024,LEGISLATIVE COUNSEL,2473,BANNER NET PAYROLL,2473,3964453.84,3965053.11,fail,banner,,
LEGISLATIVE COUNSEL,2024,LEGISLATIVE COUNSEL,2473,BANNER ORGANIZATION TOTALS,2473,3982190.97,3965089.11,fail,banner,,
JOINT CONGRESSIONAL COMMITTEE ON INAUGURAL CEREMONIES,2024,JOINT COMMITTEE ON INAUGURAL CEREMONIES,2475,BANNER NET PAYROLL,2475,,0.0,banner_missing,banner,,
JOINT CONGRESSIONAL COMMITTEE ON INAUGURAL CEREMONIES,2024,JOINT COMMITTEE ON INAUGURAL CEREMONIES,2475,BANNER ORGANIZATION TOTALS,2475,0.0,0.0,ok,banner,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2022,CONGRESSIONAL ACCESSIBILITY SERVICES,2476,BANNER NET PAYROLL,2476,0.0,0.0,banner_missing,banner,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2022,CONGRESSIONAL ACCESSIBILITY SERVICES,2476,BANNER ORGANIZATION TOTALS,2476,0.0,0.0,ok,banner,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2023,CONGRESSIONAL ACCESSIBILITY SERVICES,2477,OTHER CONTRACTUAL SERVICES,2477,1380.0,1380.0,ok,segment,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2023,CONGRESSIONAL ACCESSIBILITY SERVICES,2477,ACQUISITION OF ASSETS,2477,1258.97,1258.97,ok,segment,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2023,CONGRESSIONAL ACCESSIBILITY SERVICES,2477,BANNER NET PAYROLL,2477,0.0,0.0,banner_missing,banner,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2023,CONGRESSIONAL ACCESSIBILITY SERVICES,2477,BANNER ORGANIZATION TOTALS,2477,4404.25,2638.97,fail,banner,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2024,CONGRESSIONAL ACCESSIBILITY SERVICES,2478,PERSONNEL COMP. FULL-TIME PERMANENT,2478,449887.35,449887.35,ok,segment,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2024,CONGRESSIONAL ACCESSIBILITY SERVICES,2478,PERSONNEL BENEFITS,2478,1795.29,0.0,no_records,segment,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2024,CONGRESSIONAL ACCESSIBILITY SERVICES,2478,NET PAYROLL EXPENSES,2478,451682.64,451682.64,ok,block_running_total,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2024,CONGRESSIONAL ACCESSIBILITY SERVICES,2478,OTHER CONTRACTUAL SERVICES,2479,8810.5,8810.5,ok,segment,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2024,CONGRESSIONAL ACCESSIBILITY SERVICES,2478,ACQUISITION OF ASSETS,2479,25.98,25.98,ok,segment,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2024,CONGRESSIONAL ACCESSIBILITY SERVICES,2478,BANNER NET PAYROLL,2478,647961.88,451682.64,fail,banner,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES,2024,CONGRESSIONAL ACCESSIBILITY SERVICES,2478,BANNER ORGANIZATION TOTALS,2478,656976.79,460519.12,fail,banner,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES Funding Year X (NO-YEAR) CONGRESSIONAL ACCESSIBILITY SERVICES,,,2480,BANNER NET PAYROLL,2480,,0.0,banner_missing,banner,,
OFFICE OF CONGRESSIONAL ACCESSIBILITY SERVICES Funding Year X (NO-YEAR) CONGRESSIONAL ACCESSIBILITY SERVICES,,,2480,BANNER ORGANIZATION TOTALS,2480,0.0,0.0,ok,banner,,
COMPUTER CENTER REVOLVING FUND Funding Year X (REVOLVING) SENATE COMPUTER CENTER REVOLVING FUND,,,2481,BANNER NET PAYROLL,2481,,0.0,banner_missing,banner,,
COMPUTER CENTER REVOLVING FUND Funding Year X (REVOLVING) SENATE COMPUTER CENTER REVOLVING FUND,,,2481,BANNER ORGANIZATION TOTALS,2481,0.0,0.0,ok,banner,,
HEALTH AND PROMOTION Funding Year X (REVOLVING) SENATE HEALTH PROMOTION REVOLVING FUND,,,2482,BANNER NET PAYROLL,2482,0.0,0.0,banner_missing,banner,,
HEALTH AND PROMOTION Funding Year X (REVOLVING) SENATE HEALTH PROMOTION REVOLVING FUND,,,2482,BANNER ORGANIZATION TOTALS,2482,0.0,0.0,ok,banner,,
PUBLIC RECORDS Funding Year X (REVOLVING) SENATE OFFICE OF PUBLIC RECORDS REVOLVING FUND,,,2483,BANNER NET PAYROLL,2483,,0.0,banner_missing,banner,,
PUBLIC RECORDS Funding Year X (REVOLVING) SENATE OFFICE OF PUBLIC RECORDS REVOLVING FUND,,,2483,BANNER ORGANIZATION TOTALS,2483,5712.8,0.0,fail,banner,,
GIFT SHOP Funding Year X (REVOLVING) SENATE GIFT SHOP REVOLVING FUND,,,2484,OTHER CONTRACTUAL SERVICES,2484,10049.78,10049.78,ok,segment,,
GIFT SHOP Funding Year X (REVOLVING) SENATE GIFT SHOP REVOLVING FUND,,,2484,ACQUISITION OF ASSETS,2484,18777.5,18777.5,ok,segment,,
GIFT SHOP Funding Year X (REVOLVING) SENATE GIFT SHOP REVOLVING FUND,,,2484,BANNER NET PAYROLL,2484,1065703.24,0.0,banner_missing,banner,,
GIFT SHOP Funding Year X (REVOLVING) SENATE GIFT SHOP REVOLVING FUND,,,2484,BANNER ORGANIZATION TOTALS,2484,554074.17,28827.28,fail,banner,,
PHOTOGRAPHIC STUDIO Funding Year X (REVOLVING) SENATE PHOTOGRAPHIC STUDIO REVOLVING FUND,,,2485,OTHER CONTRACTUAL SERVICES,2485,729.0,729.0,ok,segment,,
PHOTOGRAPHIC STUDIO Funding Year X (REVOLVING) SENATE PHOTOGRAPHIC STUDIO REVOLVING FUND,,,2485,ACQUISITION OF ASSETS,2485,100650.91,100650.91,ok,segment,,
PHOTOGRAPHIC STUDIO Funding Year X (REVOLVING) SENATE PHOTOGRAPHIC STUDIO REVOLVING FUND,,,2485,BANNER NET PAYROLL,2485,0.0,0.0,banner_missing,banner,,
PHOTOGRAPHIC STUDIO Funding Year X (REVOLVING) SENATE PHOTOGRAPHIC STUDIO REVOLVING FUND,,,2485,BANNER ORGANIZATION TOTALS,2485,95259.15,101379.91,fail,banner,,
RECORDING STUDIO Funding Year X (REVOLVING) SENATE RECORDING STUDIO REVOLVING FUND,,,2486,OTHER CONTRACTUAL SERVICES,2486,-21651.85,-21651.85,ok,segment,,
RECORDING STUDIO Funding Year X (REVOLVING) SENATE RECORDING STUDIO REVOLVING FUND,,,2486,BANNER NET PAYROLL,2486,0.0,0.0,banner_missing,banner,,
RECORDING STUDIO Funding Year X (REVOLVING) SENATE RECORDING STUDIO REVOLVING FUND,,,2486,BANNER ORGANIZATION TOTALS,2486,25923.66,21651.85,fail,banner,,
DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year X (REVOLVING) DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,,,2487,OTHER CONTRACTUAL SERVICES,2487,24722.49,24722.49,ok,segment,,
DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year X (REVOLVING) DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,,,2487,BANNER NET PAYROLL,2487,0.0,0.0,banner_missing,banner,,
DANIEL WEBSTER SENATE PAGE RESIDENCE Funding Year X (REVOLVING) DANIEL WEBSTER SENATE PAGE RESIDENCE REVOLVING FUND,,,2487,BANNER ORGANIZATION TOTALS,2487,46484.55,24722.49,fail,banner,,
SENATE HAIR CARE Funding Year X (REVOLVING) SENATE HAIR CARE SERVICES REVOLVING FUND,,,2488,PERSONNEL COMP. FULL-TIME PERMANENT,2488,24166.77,24166.77,ok,segment,,
SENATE HAIR CARE Funding Year X (REVOLVING) SENATE HAIR CARE SERVICES REVOLVING FUND,,,2488,NET PAYROLL EXPENSES,2488,24166.77,24166.77,ok,block_running_total,,
SENATE HAIR CARE Funding Year X (REVOLVING) SENATE HAIR CARE SERVICES REVOLVING FUND,,,2488,OTHER CONTRACTUAL SERVICES,2489,88993.7,88993.7,ok,segment,,
SENATE HAIR CARE Funding Year X (REVOLVING) SENATE HAIR CARE SERVICES REVOLVING FUND,,,2488,BANNER NET PAYROLL,2488,24166.77,24166.77,ok,banner,,
SENATE HAIR CARE Funding Year X (REVOLVING) SENATE HAIR CARE SERVICES REVOLVING FUND,,,2488,BANNER ORGANIZATION TOTALS,2488,22812.31,113160.47,fail,banner,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 70C (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2490,BANNER NET PAYROLL,2490,0.0,0.0,banner_missing,banner,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 70C (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2490,BANNER ORGANIZATION TOTALS,2490,10.28,0.0,fail,banner,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 70D (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2491,BANNER NET PAYROLL,2491,0.0,0.0,banner_missing,banner,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 70D (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2491,BANNER ORGANIZATION TOTALS,2491,0.0,0.0,ok,banner,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2492,PERSONNEL BENEFITS,2492,892.15,0.0,no_records,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2492,NET PAYROLL EXPENSES,2492,892.15,892.15,ok,block_running_total,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2492,TRAVEL AND TRANSPORTATION OF PERSONS,2493,5047.05,5047.05,ok,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2492,OTHER CONTRACTUAL SERVICES,2493,2518.5,2518.5,ok,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2492,ACQUISITION OF ASSETS,2493,14180.98,14180.98,ok,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2492,BANNER NET PAYROLL,2492,5047.05,892.15,fail,banner,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2492,BANNER ORGANIZATION TOTALS,2492,70181.58,22638.68,fail,banner,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2494,PERSONNEL COMP. FULL-TIME PERMANENT,2495,2877472.6,2877472.6,ok,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2494,RE-EMPLOYED ANNUITANTS,2495,25198.0,0.0,no_records,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2494,PERSONNEL BENEFITS,2495,4780.3,0.0,no_records,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2494,NET PAYROLL EXPENSES,2495,2907450.9,2907450.9,ok,block_running_total,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2494,TRAVEL AND TRANSPORTATION OF PERSONS,2500,37945.92,37945.92,ok,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2494,OTHER CONTRACTUAL SERVICES,2500,3432.0,3432.0,ok,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2494,ACQUISITION OF ASSETS,2500,7000.0,7000.0,ok,segment,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2494,BANNER NET PAYROLL,2494,2907450.9,2907450.9,ok,banner,,
"AGRICULTURE, NUTRITION AND FORESTRY S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2494,BANNER ORGANIZATION TOTALS,2494,2965203.29,2955828.82,fail,banner,,
ARMED SERVICES S.RES. 70C (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2501,BANNER NET PAYROLL,2501,0.0,0.0,banner_missing,banner,,
ARMED SERVICES S.RES. 70C (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2501,BANNER ORGANIZATION TOTALS,2501,0.0,0.0,ok,banner,,
ARMED SERVICES S.RES. 70D (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2502,BANNER NET PAYROLL,2502,0.0,0.0,banner_missing,banner,,
ARMED SERVICES S.RES. 70D (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2502,BANNER ORGANIZATION TOTALS,2502,0.0,0.0,ok,banner,,
ARMED SERVICES S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2503,PERSONNEL BENEFITS,2503,884.1,0.0,no_records,segment,,
ARMED SERVICES S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2503,NET PAYROLL EXPENSES,2503,884.1,884.1,ok,block_running_total,,
ARMED SERVICES S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2503,OTHER CONTRACTUAL SERVICES,2503,122632.0,122632.0,ok,segment,,
ARMED SERVICES S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2503,ACQUISITION OF ASSETS,2503,142396.9,142396.9,ok,segment,,
ARMED SERVICES S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2503,BANNER NET PAYROLL,2503,17317.28,884.1,fail,banner,,
ARMED SERVICES S.RES. 59B (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2503,BANNER ORGANIZATION TOTALS,2503,290158.39,265913.0,fail,banner,,
ARMED SERVICES S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2504,PERSONNEL COMP. FULL-TIME PERMANENT,2505,4019675.06,4019675.06,ok,segment,,
ARMED SERVICES S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2504,RE-EMPLOYED ANNUITANTS,2505,23619.99,0.0,no_records,segment,,
ARMED SERVICES S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2504,PERSONNEL BENEFITS,2505,4222.39,0.0,no_records,segment,,
ARMED SERVICES S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2504,NET PAYROLL EXPENSES,2505,4047517.44,4047517.44,ok,block_running_total,,
ARMED SERVICES S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2504,OTHER CONTRACTUAL SERVICES,2505,3072.0,3072.0,ok,segment,,
ARMED SERVICES S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2504,ACQUISITION OF ASSETS,2505,39.99,39.99,ok,segment,,
ARMED SERVICES S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2504,BANNER NET PAYROLL,2504,4047517.44,4047517.44,ok,banner,,
ARMED SERVICES S.RES. 59C (118TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS,,,2504,BANNER ORGANIZATION TOTALS,2504,4108138.98,4050629.43,fail,banner,,
"BANKING, HOUSING AND URBAN AFFAIRS S.RES. 70C (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2506,BANNER NET PAYROLL,2506,0.0,0.0,banner_missing,banner,,
"BANKING, HOUSING AND URBAN AFFAIRS S.RES. 70C (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2506,BANNER ORGANIZATION TOTALS,2506,0.0,0.0,ok,banner,,
"BANKING, HOUSING AND URBAN AFFAIRS S.RES. 70D (117TH) EXPENSES OF INQUIRIES AND INVESTIGATIONS",,,2507,ACQUISITION OF ASSETS,2507,19779.7,19779.7,ok,segment,,
